Gender,Married,Education,ApplicantIncome,LoanAmount,Credit_History,Loan_To_Income_Ratio,Loan_Status
Male,No,Not Graduate,26248,366,0,13.943919536726607,N
Female,Yes,Graduate,15099,800,1,52.983641300748396,Y
Male,Yes,Graduate,1255,528,1,420.7171314741036,N
Female,No,Graduate,11396,576,1,50.54405054405054,Y
Male,Yes,Graduate,14455,854,1,59.07990314769976,Y
Female,Yes,Not Graduate,22458,807,1,35.9337429869089,Y
Male,Yes,Graduate,8969,140,1,15.609320994536738,Y
Male,Yes,Graduate,43726,716,1,16.374696976627177,Y
Male,Yes,Graduate,35393,441,1,12.460090978442064,Y
Female,No,Graduate,4717,301,1,63.81174475302099,Y
Male,Yes,Graduate,32679,59,0,1.805440802962147,Y
Male,No,Graduate,32855,492,1,14.974889666717395,Y
Male,Yes,Graduate,47832,361,0,7.547248703796622,N
Male,No,Not Graduate,649,258,1,397.5346687211094,N
Male,Yes,Graduate,12772,697,1,54.57250234888819,Y
Male,Yes,Graduate,46425,771,1,16.607431340872374,Y
Male,No,Graduate,46640,252,0,5.4030874785591765,Y
Male,Yes,Not Graduate,36169,58,0,1.6035831789654125,N
Male,Yes,Graduate,38405,850,1,22.132534826194505,Y
Female,Yes,Not Graduate,5028,19,1,3.7788385043754973,Y
Female,Yes,Graduate,25936,937,1,36.12739049969155,Y
Male,Yes,Graduate,11963,631,1,52.74596673075315,Y
Male,Yes,Graduate,9470,328,1,34.63569165786695,Y
Male,No,Not Graduate,40610,254,1,6.2546170893868505,Y
Male,No,Graduate,7184,18,1,2.505567928730512,Y
Female,Yes,Graduate,23698,243,1,10.254029875938897,Y
Female,Yes,Graduate,46959,146,0,3.109095168125386,N
Male,Yes,Graduate,9698,616,1,63.51825118581151,Y
Female,Yes,Graduate,48910,174,0,3.5575546922919647,Y
Male,Yes,Graduate,49717,533,1,10.720679043385562,Y
Female,Yes,Not Graduate,28003,594,0,21.212012998607293,Y
Male,Yes,Not Graduate,8922,305,0,34.185160277964584,N
Male,Yes,Graduate,16147,44,1,2.724964389669908,Y
Male,Yes,Graduate,21512,46,0,2.138341390851618,N
Male,Yes,Graduate,15811,36,0,2.2768958320156854,N
Female,Yes,Not Graduate,14391,741,1,51.49051490514905,Y
Male,Yes,Not Graduate,48625,324,0,6.663239074550129,Y
Male,No,Graduate,8091,798,0,98.62810530218762,N
Female,No,Not Graduate,36799,437,1,11.875322698986386,Y
Male,Yes,Graduate,520,458,1,880.7692307692307,N
Male,Yes,Not Graduate,30011,517,1,17.227016760521142,Y
Male,Yes,Graduate,45839,715,1,15.59807151115862,Y
Male,Yes,Graduate,14752,280,1,18.980477223427332,Y
Male,No,Not Graduate,9683,130,0,13.42559124238356,N
Male,Yes,Graduate,32758,560,1,17.095060748519444,Y
Male,Yes,Not Graduate,35773,333,1,9.308696502949152,Y
Male,Yes,Graduate,34557,448,1,12.964088317851665,Y
Female,Yes,Graduate,16306,650,1,39.86262725377162,Y
Female,Yes,Graduate,12984,499,0,38.43191620455946,N
Female,No,Graduate,47817,624,1,13.049752180186962,Y
Male,Yes,Graduate,46203,548,1,11.860701686037704,Y
Male,Yes,Not Graduate,23137,742,1,32.06984483727363,Y
Female,Yes,Not Graduate,42386,708,0,16.703628556598876,Y
Male,Yes,Graduate,22890,538,0,23.503713411970292,Y
Female,No,Graduate,21507,682,0,31.710605849258382,N
Male,No,Graduate,8259,874,1,105.8239496307059,Y
Male,Yes,Graduate,21607,437,0,20.22492710695608,Y
Male,Yes,Graduate,27102,418,0,15.423215998819275,Y
Male,No,Graduate,1613,766,1,474.8915065096094,N
Male,No,Graduate,22483,586,0,26.064137348218654,N
Female,Yes,Graduate,39177,80,1,2.0420144472522144,Y
Female,No,Graduate,34162,893,1,26.14015572858732,Y
Male,Yes,Not Graduate,31940,40,1,1.2523481527864746,Y
Male,Yes,Not Graduate,45522,750,1,16.475550283379466,Y
Male,Yes,Not Graduate,1392,761,1,546.6954022988506,N
Male,No,Not Graduate,28073,953,1,33.94720906208813,Y
Male,No,Graduate,39473,63,0,1.5960276644795177,N
Male,Yes,Graduate,27296,600,0,21.98124267291911,Y
Male,Yes,Graduate,16532,433,1,26.191628357125573,Y
Male,Yes,Graduate,7244,337,1,46.52125897294312,Y
Female,No,Graduate,44434,99,1,2.2280235855426027,Y
Male,Yes,Not Graduate,23802,567,1,23.821527602722462,Y
Female,Yes,Not Graduate,43966,484,1,11.008506573261156,Y
Male,Yes,Not Graduate,29499,113,0,3.83063832672294,Y
Male,Yes,Graduate,33872,616,1,18.186112423240434,Y
Female,Yes,Not Graduate,40310,740,1,18.357727611014635,Y
Male,Yes,Not Graduate,33128,769,1,23.212992030910407,Y
Male,No,Graduate,20203,906,1,44.84482502598624,Y
Female,Yes,Graduate,25924,415,0,16.00833204752353,N
Female,No,Not Graduate,40250,953,1,23.677018633540374,Y
Male,Yes,Graduate,18995,866,1,45.590944985522505,Y
Male,Yes,Graduate,19712,303,0,15.371347402597403,N
Male,No,Graduate,5236,167,1,31.89457601222307,Y
Male,No,Graduate,45771,441,1,9.634921675296585,Y
Male,No,Not Graduate,5006,407,1,81.30243707550939,N
Male,Yes,Not Graduate,32586,579,1,17.768366783281163,Y
Male,Yes,Graduate,20953,587,0,28.01508137259581,N
Male,No,Graduate,20578,752,1,36.54388181553115,Y
Male,Yes,Graduate,34137,514,1,15.056976301373876,Y
Female,Yes,Graduate,3821,113,1,29.573410102067523,Y
Female,No,Graduate,29888,859,0,28.740631691648822,Y
Male,No,Graduate,38715,316,1,8.162211029316802,Y
Male,Yes,Graduate,41496,971,1,23.39984576826682,Y
Male,Yes,Graduate,8941,126,0,14.092383402303993,N
Female,Yes,Not Graduate,44922,958,1,21.325853701972306,Y
Female,No,Graduate,32979,100,0,3.0322326328875953,Y
Female,No,Not Graduate,44151,238,1,5.390591379583701,Y
Female,Yes,Not Graduate,24521,56,0,2.2837567799029403,N
Male,No,Graduate,27330,708,1,25.905598243688253,Y
Female,No,Not Graduate,45992,851,1,18.50321795094799,Y
Male,No,Not Graduate,45045,439,1,9.745809745809746,Y
Male,Yes,Not Graduate,22683,929,1,40.95578186306926,Y
Female,Yes,Graduate,14083,594,1,42.178513100901796,Y
Male,Yes,Graduate,19961,633,1,31.711838084264315,Y
Male,Yes,Graduate,19694,846,0,42.95724586168376,N
Female,No,Not Graduate,14699,303,0,20.613647186883462,N
Male,Yes,Graduate,13794,360,1,26.098303610265333,Y
Male,No,Graduate,43122,906,0,21.01015722832893,Y
Male,Yes,Graduate,3958,901,1,227.64022233451237,N
Female,Yes,Graduate,34041,976,1,28.67130812843336,Y
Male,Yes,Not Graduate,9054,902,1,99.62447537000222,N
Male,Yes,Graduate,17553,136,1,7.747963311114909,Y
Female,Yes,Graduate,3546,825,1,232.65651438240272,N
Male,No,Graduate,13863,415,1,29.93580033181851,Y
Male,Yes,Graduate,38536,990,1,25.690263649574423,Y
Male,Yes,Graduate,44308,477,1,10.76555023923445,Y
Female,Yes,Graduate,11465,558,0,48.66986480593109,N
Male,Yes,Graduate,23445,534,1,22.776711452335253,Y
Female,Yes,Graduate,23781,328,1,13.792523443084816,Y
Female,No,Graduate,43741,84,1,1.9203950526965547,Y
Female,Yes,Not Graduate,38258,896,0,23.419938313555335,Y
Female,No,Graduate,25897,804,0,31.046067112020697,N
Female,Yes,Graduate,33701,148,1,4.391561081273553,Y
Female,Yes,Graduate,42444,779,1,18.353595325605504,Y
Male,Yes,Not Graduate,972,629,1,647.119341563786,N
Female,Yes,Graduate,20443,415,1,20.3003473071467,Y
Female,Yes,Graduate,45408,261,1,5.747885835095137,Y
Male,No,Graduate,37145,861,1,23.179431955848703,Y
Male,Yes,Graduate,27370,703,1,25.685056631348193,Y
Male,No,Graduate,26717,552,0,20.66100235804918,Y
Female,Yes,Not Graduate,17714,613,1,34.6053968612397,Y
Female,No,Graduate,26265,100,1,3.807348181991243,Y
Female,No,Not Graduate,32941,479,1,14.541149327585684,Y
Female,Yes,Not Graduate,21208,201,1,9.477555639381366,Y
Female,No,Graduate,35850,216,1,6.02510460251046,Y
Female,Yes,Graduate,43130,664,1,15.395316485045212,Y
Female,No,Graduate,8156,912,1,111.81951937224129,N
Female,No,Graduate,22851,409,1,17.89856023806398,Y
Male,Yes,Graduate,20696,215,0,10.3884808658678,N
Female,No,Graduate,34529,652,0,18.882678328361667,Y
Female,No,Not Graduate,12868,872,1,67.76499844575692,N
Male,Yes,Graduate,32192,750,1,23.29771371769384,Y
Male,No,Graduate,43935,870,1,19.801980198019802,Y
Female,Yes,Graduate,21197,541,1,25.52247959616927,Y
Male,No,Not Graduate,45595,754,1,16.53690097598421,Y
Male,No,Graduate,49661,148,0,2.9802057952920804,N
Female,Yes,Not Graduate,5751,354,0,61.55451225873761,N
Male,No,Not Graduate,12036,395,0,32.81821203057494,N
Male,No,Graduate,47543,516,1,10.853332772437582,Y
Female,Yes,Graduate,47937,929,0,19.379602394809854,Y
Female,No,Graduate,5336,875,1,163.98050974512745,N
Male,Yes,Graduate,1242,143,1,115.13687600644123,N
Male,No,Graduate,8474,181,1,21.35945244276611,Y
Female,Yes,Graduate,49802,364,0,7.308943415927072,Y
Female,Yes,Graduate,9409,297,1,31.56552237219683,Y
Female,Yes,Not Graduate,25376,618,1,24.35372005044136,Y
Male,Yes,Graduate,42496,903,1,21.24905873493976,Y
Male,Yes,Graduate,1509,962,1,637.508283631544,N
Female,Yes,Graduate,30422,657,0,21.596213266714877,N
Male,No,Graduate,14212,839,1,59.03461863214185,Y
Male,Yes,Graduate,43185,529,1,12.249623711937016,Y
Female,Yes,Graduate,14531,216,1,14.864771867042874,Y
Female,Yes,Graduate,34494,529,1,15.336000463848785,Y
Male,Yes,Not Graduate,33873,559,1,16.502819354648246,Y
Male,Yes,Graduate,11463,745,0,64.99171246619558,N
Male,No,Graduate,2222,227,1,102.16021602160217,N
Male,No,Graduate,20757,374,1,18.01801801801802,Y
Female,Yes,Not Graduate,14815,370,1,24.974687816402295,Y
Male,Yes,Graduate,40544,959,1,23.653314917127073,Y
Male,Yes,Graduate,40118,449,1,11.191983648237699,Y
Female,Yes,Graduate,23122,757,1,32.73938240636623,Y
Female,Yes,Graduate,30522,753,0,24.670729310005896,N
Female,Yes,Graduate,30410,272,1,8.944426175600132,Y
Female,No,Graduate,41444,576,1,13.898272367532092,Y
Female,No,Graduate,21537,895,1,41.556391326554305,Y
Female,Yes,Graduate,14134,480,1,33.96066223291354,Y
Female,Yes,Not Graduate,13619,945,1,69.38835450473603,Y
Female,No,Graduate,27041,222,1,8.209755556377353,Y
Male,Yes,Graduate,22732,83,1,3.6512405419672707,Y
Male,Yes,Graduate,22285,892,1,40.02692393986987,Y
Male,Yes,Not Graduate,5011,849,1,169.42726002793853,N
Male,Yes,Graduate,36070,992,1,27.50207929026892,Y
Male,Yes,Not Graduate,11079,682,1,61.55790233775612,Y
Female,No,Not Graduate,10249,937,0,91.42355351741634,N
Male,Yes,Graduate,20931,828,1,39.55854951985094,Y
Male,Yes,Graduate,11775,845,1,71.76220806794055,Y
Male,No,Graduate,29400,573,0,19.489795918367346,N
Male,Yes,Graduate,18887,388,0,20.5432307936676,Y
Female,Yes,Not Graduate,22721,935,1,41.15135777474583,Y
Female,Yes,Graduate,27089,437,1,16.13200930266898,Y
Female,Yes,Graduate,10575,543,1,51.347517730496456,Y
Male,No,Not Graduate,8209,451,0,54.9397003289073,N
Male,Yes,Graduate,44080,569,1,12.908348457350272,Y
Female,Yes,Graduate,21969,475,1,21.621375574673404,Y
Male,Yes,Graduate,20898,57,1,2.7275337352856734,Y
Male,No,Graduate,2262,883,1,390.3625110521662,N
Female,Yes,Graduate,25149,449,1,17.85359258817448,Y
Female,Yes,Graduate,27931,593,1,21.230890408506678,Y
Female,No,Graduate,28162,147,1,5.219799730132803,Y
Female,No,Not Graduate,35498,13,1,0.36621781508817397,Y
Female,Yes,Graduate,9285,252,1,27.140549273021,Y
Female,Yes,Graduate,12985,707,0,54.44743935309973,Y
Female,No,Graduate,40631,108,0,2.6580689621225173,N
Female,Yes,Graduate,47384,909,1,19.183690697281783,Y
Male,Yes,Graduate,7228,222,1,30.713890426120642,Y
Female,Yes,Graduate,25133,212,0,8.4351251342856,Y
Male,No,Not Graduate,11101,189,0,17.025493198810917,N
Male,Yes,Graduate,3473,23,0,6.622516556291391,Y
Male,No,Graduate,16612,774,1,46.59282446424272,Y
Female,Yes,Not Graduate,7612,876,1,115.08145034156595,N
Female,No,Graduate,35641,618,1,17.339580819842315,Y
Male,No,Graduate,26919,196,1,7.28110256696014,Y
Male,Yes,Graduate,7619,292,1,38.32523953274708,Y
Male,No,Not Graduate,957,481,1,502.6123301985371,N
Female,Yes,Not Graduate,40503,954,0,23.553810828827494,N
Female,No,Graduate,9221,254,1,27.545819325452772,Y
Male,Yes,Not Graduate,30507,734,1,24.06005179139214,Y
Male,No,Graduate,17177,445,1,25.906735751295336,Y
Male,No,Graduate,29481,304,0,10.31172619653336,N
Male,No,Not Graduate,16124,461,1,28.590920367154553,Y
Female,Yes,Not Graduate,4803,80,1,16.656256506350196,Y
Male,Yes,Graduate,11536,800,1,69.34812760055479,Y
Female,Yes,Graduate,9808,250,0,25.489396411092986,Y
Female,Yes,Graduate,21686,728,1,33.57004519044545,Y
Male,Yes,Graduate,33085,77,0,2.3273386731147045,N
Male,No,Graduate,13558,955,1,70.43811771647735,Y
Female,Yes,Graduate,1097,201,1,183.22698268003646,N
Female,Yes,Graduate,26187,883,1,33.719020888226986,Y
Male,Yes,Graduate,30485,811,1,26.603247498769885,Y
Female,Yes,Graduate,48162,968,1,20.0988331049375,Y
Male,No,Graduate,29678,483,1,16.274681582316866,Y
Female,Yes,Not Graduate,23823,730,1,30.642656256558787,Y
Male,Yes,Graduate,28883,377,1,13.052660734688224,Y
Male,Yes,Not Graduate,46431,192,1,4.135168314272792,Y
Female,Yes,Not Graduate,41504,448,1,10.794140323824209,Y
Female,No,Graduate,16487,174,1,10.553769636683448,Y
Female,No,Graduate,12244,982,1,80.20254818686703,Y
Female,Yes,Graduate,13500,105,1,7.777777777777778,Y
Male,Yes,Graduate,25468,593,1,23.284121250196325,Y
Female,No,Graduate,37330,630,1,16.87650683096705,Y
Male,No,Not Graduate,25409,542,1,21.331024440159,Y
Female,No,Graduate,3855,665,1,172.50324254215306,N
Male,No,Graduate,36317,125,1,3.4419142550320787,Y
Male,Yes,Graduate,40395,559,0,13.838346329991335,Y
Male,Yes,Graduate,14830,294,0,19.824679703304113,Y
Male,No,Not Graduate,33374,940,1,28.16563792173548,Y
Male,Yes,Graduate,21616,764,1,35.34418948926721,Y
Female,No,Graduate,44511,972,1,21.837298645278697,Y
Male,No,Graduate,42338,47,1,1.1101138457177948,Y
Male,Yes,Graduate,26508,292,0,11.015542477742569,N
Male,Yes,Graduate,34729,203,1,5.845259005442138,Y
Female,Yes,Graduate,44225,21,0,0.47484454494064443,Y
Male,No,Graduate,25037,249,1,9.945280984143468,Y
Male,Yes,Graduate,16005,681,1,42.549203373945645,Y
Female,Yes,Not Graduate,37806,238,0,6.29529704279744,N
Female,Yes,Not Graduate,11393,513,1,45.027648556130956,Y
Male,Yes,Graduate,19732,888,1,45.00304074599635,Y
Male,Yes,Not Graduate,43353,696,1,16.054252300878833,Y
Male,No,Not Graduate,36358,400,0,11.00170526431597,N
Female,No,Graduate,20488,378,1,18.449824287387738,Y
Male,No,Graduate,11129,461,0,41.42330847335789,N
Female,No,Graduate,18120,185,1,10.20971302428256,Y
Female,Yes,Not Graduate,14563,637,1,43.74098743390785,Y
Female,Yes,Not Graduate,9216,370,1,40.14756944444444,Y
Male,Yes,Not Graduate,37294,853,0,22.87231190003754,N
Male,No,Graduate,12977,758,1,58.411034907914,Y
Male,Yes,Graduate,22981,614,1,26.717723336669422,Y
Female,Yes,Graduate,19600,370,0,18.877551020408163,N
Male,Yes,Not Graduate,49112,217,1,4.418472063854048,Y
Female,Yes,Graduate,19859,778,1,39.17619215469057,Y
Male,Yes,Graduate,4459,491,0,110.11437542049786,N
Male,Yes,Graduate,4946,232,0,46.90659118479579,N
Female,No,Graduate,29742,203,1,6.825364803980903,Y
Male,Yes,Graduate,30168,173,0,5.73455316892071,Y
Female,No,Not Graduate,21228,779,0,36.696815526662895,N
Male,No,Not Graduate,21876,236,1,10.788078259279576,Y
Male,No,Graduate,3169,531,1,167.56074471442096,N
Female,Yes,Not Graduate,26069,457,1,17.53040009206337,Y
Male,Yes,Not Graduate,25484,583,1,22.877099356458956,Y
Female,Yes,Not Graduate,7902,878,1,111.11111111111111,N
Male,No,Not Graduate,5640,869,0,154.07801418439718,N
Male,Yes,Graduate,6616,456,1,68.92382103990326,Y
Male,Yes,Graduate,5500,25,1,4.545454545454546,Y
Female,Yes,Graduate,30680,432,1,14.08083441981747,Y
Male,Yes,Graduate,10225,610,1,59.65770171149144,Y
Male,No,Graduate,12945,562,1,43.414445731942834,Y
Female,No,Graduate,9091,654,0,71.93928060719392,N
Female,Yes,Graduate,47912,162,0,3.381198864585073,Y
Male,No,Graduate,42803,650,1,15.185851459009882,Y
Male,Yes,Not Graduate,11909,190,1,15.954320261986732,Y
Male,Yes,Graduate,16714,753,1,45.052052171831996,Y
Male,Yes,Graduate,10889,345,1,31.683350169896226,Y
Male,No,Graduate,24847,712,1,28.655370869722702,Y
Female,No,Graduate,1470,57,1,38.775510204081634,Y
Female,No,Graduate,33732,413,0,12.243566939404719,N
Female,Yes,Graduate,26396,707,0,26.784361266858614,N
Male,Yes,Not Graduate,44982,234,1,5.202080832332933,Y
Female,No,Graduate,8637,797,1,92.27741113812667,Y
Male,Yes,Graduate,40303,634,1,15.73083889536759,Y
Male,Yes,Graduate,39702,591,1,14.885899954662234,Y
Male,No,Not Graduate,6795,360,0,52.980132450331126,N
Female,Yes,Graduate,20228,487,1,24.07553885702986,Y
Male,Yes,Graduate,8922,601,1,67.36157812149742,Y
Female,No,Not Graduate,13108,477,0,36.389990845285325,N
Male,No,Graduate,13530,701,1,51.81079083518108,Y
Female,Yes,Not Graduate,28033,439,1,15.660114864623836,Y
Female,Yes,Graduate,20864,210,0,10.065184049079754,Y
Male,Yes,Graduate,47412,221,1,4.661267189740994,Y
Female,Yes,Graduate,6755,15,1,2.220577350111029,Y
Female,No,Not Graduate,48697,307,1,6.304289791978972,Y
Male,No,Graduate,11916,751,1,63.02450486740517,Y
Male,Yes,Not Graduate,38757,796,1,20.538225352839486,Y
Male,No,Not Graduate,17279,210,0,12.153481104230568,N
Male,No,Not Graduate,7582,959,1,126.48377736744922,N
Male,Yes,Not Graduate,42965,507,1,11.800302571860817,Y
Female,Yes,Graduate,15788,917,1,58.082087661515075,Y
Female,Yes,Not Graduate,33113,709,1,21.411530214719296,Y
Female,Yes,Graduate,28538,725,1,25.404723526526034,Y
Male,No,Graduate,23851,94,1,3.9411345436250054,Y
Male,Yes,Graduate,25043,227,1,9.064409216148226,Y
Male,No,Graduate,36745,18,1,0.48986256633555586,Y
Male,Yes,Graduate,4844,718,1,148.22460776218003,Y
Male,Yes,Graduate,33574,350,1,10.424733424673855,Y
Female,Yes,Not Graduate,44842,788,1,17.57281120378217,Y
Male,Yes,Graduate,3360,345,1,102.67857142857143,N
Male,Yes,Not Graduate,7462,821,1,110.02412221924418,N
Male,No,Not Graduate,35973,139,1,3.8640091179495735,Y
Female,Yes,Not Graduate,22145,181,1,8.173402573944458,Y
Male,Yes,Graduate,20475,347,1,16.947496947496948,Y
Male,No,Not Graduate,7279,414,1,56.875944497870584,Y
Male,Yes,Graduate,25585,355,1,13.87531756888802,Y
Male,Yes,Not Graduate,6763,766,0,113.26334466952535,N
Male,No,Graduate,24092,105,1,4.3582932093641045,Y
Male,Yes,Not Graduate,38298,357,0,9.321635594548018,N
Female,Yes,Not Graduate,13284,838,0,63.083408611863895,N
Male,Yes,Graduate,24298,76,0,3.12782945098362,Y
Male,Yes,Not Graduate,49604,942,1,18.990403999677444,Y
Male,Yes,Graduate,34489,986,1,28.58882542259851,Y
Male,Yes,Graduate,42147,97,1,2.3014686691816735,Y
Male,Yes,Not Graduate,21034,298,1,14.167538271370162,Y
Male,No,Graduate,38509,378,1,9.815887195201121,Y
Male,Yes,Not Graduate,2505,778,1,310.5788423153693,N
Female,Yes,Graduate,6584,599,1,90.97812879708384,Y
Male,No,Not Graduate,10551,647,1,61.32120178182163,Y
Male,Yes,Graduate,20396,759,0,37.21317905471661,N
Female,Yes,Not Graduate,42364,126,0,2.9742233972240584,Y
Male,No,Graduate,17640,834,1,47.27891156462585,Y
Male,Yes,Graduate,32903,708,1,21.517794729963832,Y
Male,Yes,Graduate,35611,581,0,16.31518351071298,Y
Male,Yes,Graduate,29516,890,0,30.153137281474454,N
Female,No,Graduate,18183,703,1,38.662486938349005,Y
Female,No,Graduate,29064,209,1,7.19102669969722,Y
Female,Yes,Not Graduate,17442,435,1,24.939800481596148,Y
Male,Yes,Not Graduate,4651,499,1,107.28875510642872,Y
Female,No,Not Graduate,49643,64,1,1.2892049231513003,Y
Female,Yes,Graduate,6795,955,1,140.54451802796174,N
Female,No,Graduate,4081,137,1,33.57020338152414,Y
Male,No,Graduate,43987,700,0,15.913792711482937,Y
Male,Yes,Not Graduate,15440,511,1,33.09585492227979,Y
Female,Yes,Graduate,32689,35,0,1.0706965645935942,Y
Female,No,Not Graduate,16785,925,0,55.10872803098004,N
Male,Yes,Graduate,19876,853,1,42.916079694103445,Y
Male,No,Graduate,13474,529,1,39.2607985750334,Y
Female,Yes,Graduate,17480,236,1,13.501144164759726,Y
Male,Yes,Graduate,20829,130,0,6.2412981900235245,Y
Female,No,Graduate,36160,369,1,10.204646017699115,Y
Female,No,Not Graduate,25821,262,1,10.146779752914295,Y
Male,Yes,Graduate,47206,511,1,10.824895140448248,Y
Male,Yes,Not Graduate,2573,966,0,375.4372328021764,N
Male,Yes,Graduate,25401,579,1,22.794378174087633,Y
Female,No,Graduate,29419,891,1,30.28654950882083,Y
Male,Yes,Not Graduate,46049,654,0,14.202262807009925,N
Male,Yes,Not Graduate,2933,480,1,163.65496079099898,N
Female,Yes,Graduate,28888,856,1,29.631680974799224,Y
Male,Yes,Graduate,42754,476,0,11.133461196613183,Y
Female,Yes,Graduate,12475,869,0,69.65931863727455,N
Male,Yes,Not Graduate,43876,298,0,6.791867991612727,N
Female,Yes,Not Graduate,1442,137,1,95.00693481276005,N
Male,Yes,Graduate,36756,856,0,23.28871476765698,Y
Female,Yes,Graduate,46689,591,1,12.658227848101266,Y
Male,No,Not Graduate,33031,890,1,26.94438557718507,Y
Male,Yes,Graduate,22231,938,1,42.19333363321488,Y
Male,Yes,Not Graduate,2721,63,0,23.15325248070562,N
Female,Yes,Graduate,46045,505,0,10.967531762406342,Y
Male,No,Graduate,23779,381,1,16.022540897430506,Y
Female,No,Graduate,1935,629,1,325.0645994832041,N
Male,Yes,Graduate,34646,795,1,22.94637187554119,Y
Female,No,Graduate,24350,287,0,11.786447638603697,Y
Female,Yes,Not Graduate,6655,561,1,84.29752066115702,Y
Female,No,Not Graduate,11106,711,1,64.0194489465154,Y
Male,No,Graduate,3692,143,1,38.732394366197184,Y
Male,No,Graduate,28927,815,1,28.17436996577592,Y
Female,No,Graduate,31290,610,1,19.495046340683924,Y
Male,Yes,Graduate,25534,950,0,37.20529490091643,N
Male,No,Graduate,40946,346,1,8.450153861183022,Y
Male,Yes,Not Graduate,43119,117,1,2.7134209977040284,Y
Male,Yes,Graduate,30973,511,0,16.498240402931586,Y
Male,Yes,Graduate,1131,94,1,83.11229000884174,Y
Male,Yes,Graduate,34913,969,1,27.754704551313264,Y
Female,Yes,Graduate,21190,48,1,2.2652194431335535,Y
Female,Yes,Not Graduate,28495,755,0,26.495876469556062,Y
Male,No,Graduate,32629,529,1,16.212571638726285,Y
Male,Yes,Graduate,17836,374,1,20.968827091276072,Y
Female,Yes,Graduate,45896,75,1,1.6341293358898379,Y
Female,Yes,Not Graduate,7131,625,0,87.64549151591642,N
Male,Yes,Not Graduate,33739,589,1,17.457541717300455,Y
Male,Yes,Not Graduate,715,288,1,402.7972027972028,N
Female,Yes,Not Graduate,46270,911,1,19.688783228874,Y
Female,Yes,Graduate,6068,311,1,51.2524719841793,Y
Male,Yes,Graduate,5196,455,0,87.56735950731331,N
Male,No,Graduate,16983,548,0,32.267561679326384,Y
Female,Yes,Graduate,18991,109,1,5.7395608446106055,Y
Female,No,Graduate,11107,932,1,83.91104708742235,Y
Female,No,Not Graduate,29463,380,1,12.89753249838781,Y
Male,Yes,Graduate,22424,89,0,3.9689618266143416,Y
Female,No,Graduate,2191,393,1,179.37015061615702,N
Female,No,Not Graduate,16322,604,1,37.005268962136995,Y
Male,No,Not Graduate,40616,518,1,12.753594642505417,Y
Female,Yes,Graduate,34640,697,1,20.12124711316397,Y
Male,Yes,Graduate,36381,64,0,1.759160001099475,Y
Female,Yes,Graduate,35056,291,1,8.301004107713373,Y
Female,Yes,Not Graduate,15893,821,0,51.657962625055056,N
Female,Yes,Graduate,5433,89,1,16.381373090373643,Y
Male,No,Graduate,13987,856,1,61.19968542217774,Y
Male,Yes,Not Graduate,41673,100,1,2.399635255441173,Y
Male,Yes,Graduate,49033,836,1,17.049742010482735,Y
Female,Yes,Not Graduate,24945,367,1,14.712367207857286,Y
Male,No,Graduate,980,616,1,628.5714285714286,N
Female,Yes,Not Graduate,7432,161,1,21.66307857911733,Y
Female,Yes,Not Graduate,16442,75,1,4.561488869967158,Y
Male,No,Not Graduate,29139,223,0,7.65297367788874,N
Female,Yes,Not Graduate,4217,136,1,32.25041498695755,Y
Female,No,Graduate,47196,319,1,6.759047376896347,Y
Female,No,Not Graduate,18571,519,0,27.94679877227936,N
Female,Yes,Graduate,45672,592,0,12.961989840602557,N
Female,No,Not Graduate,39135,791,0,20.212086367701545,N
Male,Yes,Graduate,37894,659,1,17.390615928643058,Y
Male,Yes,Graduate,30532,612,1,20.044543429844097,Y
Male,No,Not Graduate,31525,417,0,13.227597145122918,N
Male,Yes,Graduate,32081,479,0,14.930956017580499,Y
Female,No,Not Graduate,31621,420,1,13.282312387337528,Y
Female,No,Graduate,27909,843,1,30.205310115016662,Y
Female,No,Graduate,49327,237,1,4.804670869908975,Y
Male,No,Graduate,36748,15,1,0.40818547948187656,Y
Female,No,Graduate,38958,654,1,16.78730941013399,Y
Male,Yes,Graduate,43686,210,0,4.80703200109875,N
Male,Yes,Not Graduate,11174,891,0,79.73867907642742,N
Male,No,Not Graduate,4648,860,1,185.02581755593803,N
Male,Yes,Graduate,24403,85,0,3.4831782977502765,Y
Female,Yes,Graduate,25946,115,1,4.432282432744932,Y
Male,Yes,Graduate,41544,500,1,12.035432312728673,Y
Male,Yes,Graduate,22467,613,1,27.28446165487159,Y
Female,No,Graduate,28757,282,1,9.806308029349376,Y
Male,No,Graduate,26590,719,1,27.04024069198947,Y
Male,Yes,Graduate,2391,598,0,250.10455876202425,N
Male,Yes,Graduate,30953,331,0,10.69363228120053,Y
Male,No,Graduate,41488,35,1,0.8436174315464713,Y
Male,Yes,Not Graduate,8296,752,1,90.64609450337512,Y
Female,Yes,Not Graduate,29919,222,0,7.420034092048531,Y
Female,Yes,Graduate,29883,836,1,27.975772178161495,Y
Male,Yes,Not Graduate,8627,426,1,49.37985394691086,Y
Male,Yes,Graduate,6611,581,1,87.8838299803358,Y
Female,Yes,Graduate,49012,874,1,17.832367583448953,Y
Female,Yes,Graduate,19989,864,1,43.22377307519135,Y
Male,Yes,Graduate,11757,377,0,32.06600323211703,N
Male,No,Graduate,8980,216,1,24.053452115812917,Y
Male,Yes,Graduate,33546,777,0,23.162225004471473,Y
Female,Yes,Graduate,30667,438,1,14.282453451592918,Y
Female,No,Graduate,32355,200,1,6.181424818420646,Y
